Reset,left_occupied,left_angle,left_offset,left_size,left_width,left_length,left_has_pillar,right_occupied,right_angle,right_offset,right_size,right_width,right_length,right_has_pillar,goal_lane_index,goal_position_x,goal_position_y,goal_heading,controlled_x,controlled_y,controlled_width,controlled_length,step,done,agent_angle_score,agent_angle_tier,agent_angle_deg
Reset 4792,0,0.0,0.0,0,0.0,0.0,0,1,0.16851025152625354,0.0,1,2.0,4.8,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-8.110083930874673,0.0,2.0,4.3,14,True,20.549386547478143,beginner,19.72530672626093
Reset 4793,0,0.0,0.0,0,0.0,0.0,0,1,0.13570268478171021,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-5.588591054617424,0.0,2.0,4.8,14,True,27.096141433692615,beginner,16.451929283153692
Reset 4794,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-2.892350679027407,0.0,2.0,4.8,19,True,34.314953684853535,beginner,12.842523157573233
Reset 4795,0,0.0,0.0,0,0.0,0.0,0,1,-0.10129753153098409,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-9.454779352491215,0.0,2.0,4.8,20,True,32.36508710927381,beginner,13.817456445363096
Reset 4796,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-3.077603243356368,0.0,2.0,4.3,19,True,33.767587906032375,beginner,13.11620604698381
Reset 4797,1,0.037112330757773204,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-3.4449277789593085,0.0,2.0,4.3,17,True,35.58626765575472,beginner,12.206866172122641
Reset 4798,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-7.688715326858099,0.0,2.0,4.8,19,True,29.907150185402614,beginner,15.046424907298693
Reset 4799,1,-0.10008452433925918,0.0,0,2.0,4.3,0,1,0.02510177973376493,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-8.576713112444816,0.0,2.0,4.3,17,True,30.38568396827854,beginner,14.80715801586073
Reset 4800,1,0.07746028825716733,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-8.335971935894138,0.0,2.0,4.8,23,True,36.828354473893484,beginner,11.585822763053258
Reset 4801,0,0.0,0.0,0,0.0,0.0,0,1,-0.05870155471866867,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-5.509743952232575,0.0,2.0,4.3,14,True,30.486840116965258,beginner,14.756579941517371
Reset 4802,1,0.04139981465380238,0.0,0,2.0,4.3,0,1,0.1434019017172503,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-8.453817352810045,0.0,2.0,4.8,15,True,18.189668223035547,beginner,20.905165888482227
Reset 4803,0,0.0,0.0,0,0.0,0.0,0,1,-0.1582223837408816,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-5.3795781594886325,0.0,2.0,4.3,14,True,30.835304445442958,beginner,14.582347777278521
Reset 4804,1,-0.10496775379969092,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-4.706428547489863,0.0,2.0,4.3,14,True,58.603540768534586,intermediate,7.674557403933177
Reset 4805,0,0.0,0.0,0,0.0,0.0,0,1,-0.08632133195281,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-2.947453200692925,0.0,2.0,4.3,19,True,33.99673752942013,beginner,13.001631235289933
Reset 4806,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-3.2586804545260977,0.0,2.0,4.3,20,True,30.86944785552619,beginner,14.565276072236905
Reset 4807,1,0.05482576714635634,0.0,1,2.0,4.8,0,1,-0.01377806254695435,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-3.431596938692575,0.0,2.0,4.3,12,True,17.33002049573129,beginner,21.334989752134355
Reset 4808,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-7.257050395461117,0.0,2.0,4.8,22,True,46.14381012342136,intermediate,9.23202373457233
Reset 4809,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-7.078432055376736,0.0,2.0,4.8,19,True,34.45705354076016,beginner,12.771473229619922
Reset 4810,1,-0.11605816379802159,0.0,1,2.0,4.8,0,1,0.11574893422415977,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-7.506801824546012,0.0,2.0,4.3,17,True,37.78956519400711,beginner,11.105217402996445
Reset 4811,0,0.0,0.0,0,0.0,0.0,0,1,-0.1055312039214853,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-4.950122298529777,0.0,2.0,4.3,20,True,33.75147166248661,beginner,13.124264168756696
Reset 4812,0,0.0,0.0,0,0.0,0.0,0,1,-0.1725687458766525,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-7.095375529802837,0.0,2.0,4.3,15,True,31.29987798750325,beginner,14.350061006248374
Reset 4813,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-2.5376354800726233,0.0,2.0,4.8,15,True,36.58147040442434,beginner,11.709264797787831
Reset 4814,1,0.020113732315131916,0.0,0,2.0,4.3,0,1,-0.015688304238722806,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-4.129848170320148,0.0,2.0,4.8,15,True,32.71712978704636,beginner,13.64143510647682
Reset 4815,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-4.480532452957023,0.0,2.0,4.8,21,True,37.33392264024161,beginner,11.333038679879195
Reset 4816,1,-0.0521986277753792,0.0,1,2.0,4.8,0,1,-0.0384050809837988,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-2.011423583500516,0.0,2.0,4.3,14,True,31.08996120475998,beginner,14.45501939762001
Reset 4817,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-2.72297394039349,0.0,2.0,4.8,19,True,35.313890509502215,beginner,12.343054745248894
Reset 4818,1,0.07161024431514984,0.0,0,2.0,4.3,0,1,-0.14582037702486206,0.0,1,2.0,4.8,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-5.246329521530366,0.0,2.0,4.3,19,True,38.275544696988625,beginner,10.862227651505687
Reset 4819,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-2.1432915559662096,0.0,2.0,4.3,19,True,35.2410589194723,beginner,12.37947054026385
Reset 4820,1,0.08161910986420495,0.0,1,2.0,4.8,0,1,-0.04894507052456509,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-2.399150295159304,0.0,2.0,4.8,15,True,36.259693182536495,beginner,11.870153408731753
Reset 4821,1,-0.12037357702830187,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-7.931151197423654,0.0,2.0,4.3,23,True,35.74536525070948,beginner,12.127317374645257
Reset 4822,1,-0.07313019251200781,0.0,0,2.0,4.3,0,1,0.12714626427631082,0.0,1,2.0,4.8,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-5.185552968845242,0.0,2.0,4.8,14,True,28.5522577967354,beginner,15.7238711016323
Reset 4823,0,0.0,0.0,0,0.0,0.0,0,1,0.06579625206677608,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-2.497198045434465,0.0,2.0,4.8,14,True,30.930016749738378,beginner,14.534991625130811
Reset 4824,1,0.048761207961862674,0.0,0,2.0,4.3,0,1,0.00433350300648172,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-7.059352060435339,0.0,2.0,4.3,20,True,28.571253817209087,beginner,15.714373091395457
Reset 4825,1,0.012878887740618072,0.0,1,2.0,4.8,0,1,0.08053017810870178,0.0,0,2.0,4.3,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-2.771756288563793,0.0,2.0,4.8,18,True,42.477550389331725,intermediate,9.690306201333534
Reset 4826,1,0.030532191256040786,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-7.275249916906519,0.0,2.0,4.3,19,True,37.52330462695334,beginner,11.23834768652333
Reset 4827,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-7.642562390563348,0.0,2.0,4.3,13,True,11.6723910269113,beginner,24.16380448654435
Reset 4828,0,0.0,0.0,0,0.0,0.0,0,1,-0.05782656018582477,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-4.886980063236054,0.0,2.0,4.3,19,True,30.721025263789144,beginner,14.639487368105428
Reset 4829,1,-0.04335412122318294,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-3.2637789255321055,0.0,2.0,4.8,20,True,32.31999507966808,beginner,13.840002460165959
Reset 4830,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-2.0016877243106377,0.0,2.0,4.8,20,True,41.81794047948961,intermediate,9.772757440063799
Reset 4831,1,-0.09544915516433394,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-9.70928530444137,0.0,2.0,4.8,17,True,36.98772697632586,beginner,11.50613651183707
Reset 4832,1,-0.11992245951795066,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.248624454170916,0.0,2.0,4.3,19,True,35.95676010040118,beginner,12.021619949799407
Reset 4833,0,0.0,0.0,0,0.0,0.0,0,1,-0.06010101401833068,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-6.116901560606139,0.0,2.0,4.8,20,True,34.24859485003386,beginner,12.87570257498307
Reset 4834,1,0.0486710061025879,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-4.608255077217775,0.0,2.0,4.8,21,True,36.65795144641919,beginner,11.671024276790407
Reset 4835,0,0.0,0.0,0,0.0,0.0,0,1,-0.14405623505244836,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-4.474651841238936,0.0,2.0,4.8,18,True,37.54540788123647,beginner,11.227296059381766
Reset 4836,1,-0.07713697797706631,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-4.651415794351679,0.0,2.0,4.3,19,True,32.38695981722813,beginner,13.806520091385934
Reset 4837,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-3.0528611733003244,0.0,2.0,4.3,19,True,42.63012772181828,intermediate,9.671234034772715
Reset 4838,0,0.0,0.0,0,0.0,0.0,0,1,-0.06282525025280394,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-5.727762988713688,0.0,2.0,4.8,17,True,46.83176328586357,intermediate,9.146029589267053
Reset 4839,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-2.358095166720908,0.0,2.0,4.3,20,True,39.62002865255505,beginner,10.189985673722477
Reset 4840,0,0.0,0.0,0,0.0,0.0,0,1,0.11729923284239274,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-9.294250685565181,0.0,2.0,4.3,18,True,36.764956344806066,beginner,11.617521827596965
Reset 4841,0,0.0,0.0,0,0.0,0.0,0,1,0.03253815170731311,0.0,1,2.0,4.8,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-5.177131937957301,0.0,2.0,4.8,16,True,33.51521296156849,beginner,13.242393519215756
Reset 4842,0,0.0,0.0,0,0.0,0.0,0,1,0.07502430886973954,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-5.917069699185678,0.0,2.0,4.8,17,True,45.756785209997844,intermediate,9.28040184875027
Reset 4843,1,-0.10750893842801101,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-3.2500964026572152,0.0,2.0,4.8,12,True,17.968348524541987,beginner,21.015825737729006
Reset 4844,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-2.5174660789990293,0.0,2.0,4.8,10,True,37.05801950600504,beginner,11.470990246997482
Reset 4845,1,0.16243936797349323,0.0,0,2.0,4.3,0,1,-0.17080062765244497,0.0,0,2.0,4.3,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-7.774011312765096,0.0,2.0,4.8,20,True,38.08804399226712,beginner,10.95597800386644
Reset 4846,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-9.834232435932785,0.0,2.0,4.8,20,True,29.272588238959635,beginner,15.363705880520182
Reset 4847,1,-0.12364104538861387,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-2.3338193203274837,0.0,2.0,4.3,14,True,31.334343390898262,beginner,14.332828304550869
Reset 4848,1,-0.04816425044324468,0.0,0,2.0,4.3,0,1,0.04712451830462894,0.0,0,2.0,4.3,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-6.546742842373581,0.0,2.0,4.3,14,True,21.68832574509438,beginner,19.15583712745281
Reset 4849,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-2.8816970547513137,0.0,2.0,4.3,19,True,34.09040835713351,beginner,12.954795821433244
Reset 4850,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-2.0267461264538547,0.0,2.0,4.8,18,True,34.68558337311859,beginner,12.657208313440703
Reset 4851,0,0.0,0.0,0,0.0,0.0,0,1,0.05362225255190589,0.0,0,2.0,4.3,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-9.482028644636166,0.0,2.0,4.8,23,True,44.04097687517948,intermediate,9.494877890602565
Reset 4852,1,-0.14338106514194893,0.0,0,2.0,4.3,0,1,0.029316181766940952,0.0,1,2.0,4.8,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-4.310562162325443,0.0,2.0,4.8,18,True,34.70627448993068,beginner,12.646862755034661
Reset 4853,0,0.0,0.0,0,0.0,0.0,0,1,-0.07249885505184439,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-7.968195789747845,0.0,2.0,4.3,17,True,36.025299732031044,beginner,11.987350133984476
Reset 4854,0,0.0,0.0,0,0.0,0.0,0,1,0.02673423112683948,0.0,0,2.0,4.3,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-5.494843008917334,0.0,2.0,4.8,12,True,13.049456643087275,beginner,23.475271678456362
Reset 4855,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-4.604926195113234,0.0,2.0,4.3,16,True,55.34196736374271,intermediate,8.082254079532161
Reset 4856,0,0.0,0.0,0,0.0,0.0,0,1,0.09797599685160185,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-8.290987055112105,0.0,2.0,4.8,18,True,46.54590558112602,intermediate,9.181761802359247
Reset 4857,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-9.646442439106249,0.0,2.0,4.8,23,True,40.896891500984665,intermediate,9.887888562376917
Reset 4858,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-9.300071548172417,0.0,2.0,4.3,23,True,38.671190380895524,beginner,10.66440480955224
Reset 4859,1,-0.04305735348933237,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-6.82557894479707,0.0,2.0,4.3,17,True,37.55314976640542,beginner,11.22342511679729
Reset 4860,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 0)",1.25,-8.75,-1.5707963267948966,-2.896221109884225,0.0,2.0,4.3,10,True,21.76501797051489,beginner,19.117491014742555
Reset 4861,1,0.11224713881284987,0.0,1,2.0,4.8,0,1,0.057020008825535484,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-8.379994952898741,0.0,2.0,4.3,19,True,29.916183831938053,beginner,15.041908084030974
Reset 4862,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-3.99565323454358,0.0,2.0,4.8,21,True,39.929925403274495,beginner,10.03503729836275
Reset 4863,0,0.0,0.0,0,0.0,0.0,0,1,-0.1040422330979236,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-4.391959584762029,0.0,2.0,4.8,19,True,32.30281226897749,beginner,13.848593865511255
Reset 4864,1,-0.04250386418581953,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.509965310936735,0.0,2.0,4.3,19,True,37.14791190222462,beginner,11.42604404888769
Reset 4865,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-6.722487292442854,0.0,2.0,4.3,21,True,34.85598917928125,beginner,12.572005410359372
Reset 4866,1,0.12504734231837822,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-3.4941047483259142,0.0,2.0,4.3,17,True,35.137255899905256,beginner,12.431372050047372
Reset 4867,1,-0.06937493434940611,0.0,1,2.0,4.8,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-3.266558043975227,0.0,2.0,4.8,17,True,33.211033257211966,beginner,13.394483371394017
Reset 4868,1,-0.17151866296256912,0.0,0,2.0,4.3,0,1,-0.1675869033988644,0.0,0,2.0,4.3,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-4.91825972452924,0.0,2.0,4.8,16,True,36.321890014729746,beginner,11.839054992635125
Reset 4869,0,0.0,0.0,0,0.0,0.0,0,1,0.16127215527838867,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-4.481319695189433,0.0,2.0,4.3,19,True,33.68414311841936,beginner,13.157928440790322
Reset 4870,1,0.07230234910631528,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-7.030031010001686,0.0,2.0,4.3,20,True,28.769727602770985,beginner,15.615136198614508
Reset 4871,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-5.242689827536414,0.0,2.0,4.3,16,True,39.17906987917445,beginner,10.410465060412774
Reset 4872,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 2)",8.25,-8.75,-1.5707963267948966,-7.763049615308545,0.0,2.0,4.3,17,True,34.85453895264526,beginner,12.572730523677373
Reset 4873,1,-0.03700044452198403,0.0,1,2.0,4.8,0,1,-0.09127128800770912,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-6.940828599014444,0.0,2.0,4.8,19,True,35.233247606829075,beginner,12.383376196585463
Reset 4874,1,-0.15887268111843356,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-5.650029064165772,0.0,2.0,4.8,20,True,36.98966248431672,beginner,11.505168757841641
Reset 4875,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-5.9793198528922655,0.0,2.0,4.8,21,True,38.857117284471826,beginner,10.571441357764085
Reset 4876,0,0.0,0.0,0,0.0,0.0,0,1,-0.10565406716825132,0.0,0,2.0,4.3,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-5.169121973155971,0.0,2.0,4.8,18,True,33.35717261984293,beginner,13.321413690078538
Reset 4877,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-6.766790557682541,0.0,2.0,4.3,22,True,38.358231156266555,beginner,10.820884421866722
Reset 4878,1,-0.06471549372540619,0.0,0,2.0,4.3,0,1,-0.08944486828680298,0.0,0,2.0,4.3,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.252632303128341,0.0,2.0,4.3,19,True,35.96591846809352,beginner,12.017040765953242
Reset 4879,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-6.462909320152723,0.0,2.0,4.8,22,True,36.70901348857222,beginner,11.645493255713891
Reset 4880,1,-0.10086383703302593,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-6.074456273529789,0.0,2.0,4.3,20,True,37.640867437876594,beginner,11.179566281061705
Reset 4881,1,0.152568809226167,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 3)",13.75,-8.5,-1.5707963267948966,-4.046787235112979,0.0,2.0,4.8,17,True,28.019384596643622,beginner,15.990307701678189
Reset 4882,1,-0.06611993292287632,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-8.187662686272759,0.0,2.0,4.3,16,True,65.92224912390435,intermediate,6.759718859511956
Reset 4883,1,0.17172213571501183,0.0,1,2.0,4.8,0,1,-0.02798954373418794,0.0,0,2.0,4.3,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.5822986357819024,0.0,2.0,4.8,16,True,42.05463248321125,intermediate,9.743170939598594
Reset 4884,1,-0.09174040044986942,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-9.890498486871872,0.0,2.0,4.3,24,True,33.033881766065775,beginner,13.48305911696711
Reset 4885,1,0.11863651381201978,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-4.42429068811916,0.0,2.0,4.8,19,True,32.06398825149918,beginner,13.968005874250409
Reset 4886,1,-0.10272714110152248,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 1)",4.75,-8.75,-1.5707963267948966,-3.684614106298424,0.0,2.0,4.8,13,True,27.047955087919867,beginner,16.476022456040067
Reset 4887,1,0.16643338337236924,0.0,0,2.0,4.3,0,1,-0.06112013197019439,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-6.164995375244323,0.0,2.0,4.3,20,True,37.490769613554455,beginner,11.254615193222772
Reset 4888,0,0.0,0.0,0,0.0,0.0,0,1,0.0969480588906364,0.0,1,2.0,4.8,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-3.349484514859289,0.0,2.0,4.8,18,True,37.567230336776504,beginner,11.216384831611748
Reset 4889,0,0.0,0.0,0,0.0,0.0,0,1,-0.12408216698264152,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-4.237011112646601,0.0,2.0,4.3,19,True,35.117199275193336,beginner,12.441400362403332
Reset 4890,1,-0.10086564955163202,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-2.022156293897842,0.0,2.0,4.8,17,True,34.189423843559446,beginner,12.905288078220277
Reset 4891,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 5)",20.75,-8.5,-1.5707963267948966,-7.2523907415584326,0.0,2.0,4.3,22,True,30.60085452409535,beginner,14.699572737952325
Reset 4892,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 1)",4.75,8.75,1.5707963267948966,-4.786578922424368,0.0,2.0,4.3,14,True,56.87867498249091,intermediate,7.890165627188637
Reset 4893,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 6)",13.75,8.75,1.5707963267948966,-6.571030230110343,0.0,2.0,4.8,19,True,33.61563230086746,beginner,13.192183849566268
Reset 4894,1,-0.0648473808746306,0.0,0,2.0,4.3,0,0,0.0,0.0,0,0.0,0.0,0,"('a', 'b', 2)",8.25,8.75,1.5707963267948966,-3.3909224995417873,0.0,2.0,4.3,15,True,37.97746223986202,beginner,11.011268880068988
Reset 4895,0,0.0,0.0,0,0.0,0.0,0,1,0.1399667975544836,0.0,0,2.0,4.3,0,"('b', 'c', 4)",17.25,-8.5,-1.5707963267948966,-9.60809216249985,0.0,2.0,4.3,22,True,37.762323990536586,beginner,11.118838004731705
Reset 4896,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,"('b', 'c', 7)",17.25,8.75,1.5707963267948966,-2.2104317795520076,0.0,2.0,4.8,19,True,36.84121470237763,beginner,11.579392648811188
